value,context,found_in,status
48,supplement.md: -flash | decoder_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | google/gemini-3.7-flas,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.4375,supplement.md: h | decoder_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | google/gemini-3.7-flash | decod,etable6a_consequence_tier_stratification.csv:coverage (tol=exact),MATCHED
0.1875,supplement.md: er_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | google/gemini-3.7-flash | decoder_confid,episode_confidence_per_episode.csv:isotonic_episode (tol=exact),MATCHED
3.7,supplement.md: | 2 | 48 | 0.4375 | 0.1875 | | google/gemini-3.7-flash | decoder_confidence | advisory | 3 |,IGNORED: VERSION_SLUG,IGNORED
3,supplement.md: -3.7-flash | decoder_confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | | z-ai/glm-5.3-,cost_envelope.csv:price_in (tol=exact),MATCHED
48,supplement.md: -flash | decoder_confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | | z-ai/glm-5.3-flash,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.354167,supplement.md: h | decoder_confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | | z-ai/glm-5.3-flash | decoder_,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.229167,supplement.md: _confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | | z-ai/glm-5.3-flash | decoder_confidence,etable6a_consequence_tier_stratification.csv:unsafe (tol=display-rounding),MATCHED
5.3,supplement.md: | 3 | 48 | 0.354167 | 0.229167 | | z-ai/glm-5.3-flash | decoder_confidence | advisory | 1 |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: -5.3-flash | decoder_confidence | advisory | 1 | 51 | 0.392157 | 0.313725 | | z-ai/glm-5.3-,cost_envelope.csv:price_in (tol=exact),MATCHED
51,supplement.md: -flash | decoder_confidence | advisory | 1 | 51 | 0.392157 | 0.313725 | | z-ai/glm-5.3-flash,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.392157,supplement.md: h | decoder_confidence | advisory | 1 | 51 | 0.392157 | 0.313725 | | z-ai/glm-5.3-flash | decoder_,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.313725,supplement.md: _confidence | advisory | 1 | 51 | 0.392157 | 0.313725 | | z-ai/glm-5.3-flash | decoder_confidence,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
5.3,supplement.md: | 1 | 51 | 0.392157 | 0.313725 | | z-ai/glm-5.3-flash | decoder_confidence | advisory | 2 |,IGNORED: VERSION_SLUG,IGNORED
2,supplement.md: -5.3-flash | decoder_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | z-ai/glm-5.3-flas,cost_envelope.csv:price_in (tol=exact),MATCHED
48,supplement.md: -flash | decoder_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | z-ai/glm-5.3-flash | d,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.4375,supplement.md: h | decoder_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | z-ai/glm-5.3-flash | decoder_co,etable6a_consequence_tier_stratification.csv:coverage (tol=exact),MATCHED
0.1875,supplement.md: er_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | z-ai/glm-5.3-flash | decoder_confidence,episode_confidence_per_episode.csv:isotonic_episode (tol=exact),MATCHED
5.3,supplement.md: sory | 2 | 48 | 0.4375 | 0.1875 | | z-ai/glm-5.3-flash | decoder_confidence | advisory | 3 |,IGNORED: VERSION_SLUG,IGNORED
3,supplement.md: -5.3-flash | decoder_confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | *The other 81,cost_envelope.csv:price_in (tol=exact),MATCHED
48,supplement.md: -flash | decoder_confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | *The other 81 rows,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.354167,supplement.md: h | decoder_confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | *The other 81 rows are not rep,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.229167,supplement.md: _confidence | advisory | 3 | 48 | 0.354167 | 0.229167 | *The other 81 rows are not reproduced her,etable6a_consequence_tier_stratification.csv:unsafe (tol=display-rounding),MATCHED
81,supplement.md: | 3 | 48 | 0.354167 | 0.229167 | *The other 81 rows are not reproduced here and are in Supp,naturalistic_manifest.json.natural_episodes[81].index (tol=exact),MATCHED
3,supplement.md: eproduced here and are in Supplementary Data 3.* ### eTable 6b. Tier 3 minus tier 1 covera,cost_envelope.csv:price_in (tol=exact),MATCHED
6,"supplement.md: nd are in Supplementary Data 3.* ### eTable 6b. Tier 3 minus tier 1 coverage, every arm |",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
3,"supplement.md: Supplementary Data 3.* ### eTable 6b. Tier 3 minus tier 1 coverage, every arm | model |",IGNORED: TIER_LABEL,IGNORED
1,"supplement.md: y Data 3.* ### eTable 6b. Tier 3 minus tier 1 coverage, every arm | model | uncertainty_s",IGNORED: TIER_LABEL,IGNORED
1,supplement.md: l | uncertainty_source | control_mechanism | 1 | 2 | 3 | tier3_minus_tier1 | |---|---|---|-,cost_envelope.csv:price_in (tol=exact),MATCHED
2,supplement.md: uncertainty_source | control_mechanism | 1 | 2 | 3 | tier3_minus_tier1 | |---|---|---|---|-,cost_envelope.csv:price_in (tol=exact),MATCHED
3,supplement.md: rtainty_source | control_mechanism | 1 | 2 | 3 | tier3_minus_tier1 | |---|---|---|---|---|-,cost_envelope.csv:price_in (tol=exact),MATCHED
3,supplement.md: source | control_mechanism | 1 | 2 | 3 | tier3_minus_tier1 | |---|---|---|---|---|---|---|,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: trol_mechanism | 1 | 2 | 3 | tier3_minus_tier1 | |---|---|---|---|---|---|---| | anthropic/,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
5,supplement.md: -|---|---|---|---| | anthropic/claude-sonnet-5 | decoder_confidence | advisory | 0.686275 |,IGNORED: VERSION_SLUG,IGNORED
0.686275,supplement.md: e-sonnet-5 | decoder_confidence | advisory | 0.686275 | 0.458333 | 0.458333 | -0.227941 | | anthro,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.458333,supplement.md: | decoder_confidence | advisory | 0.686275 | 0.458333 | 0.458333 | -0.227941 | | anthropic/claude-,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.458333,supplement.md: onfidence | advisory | 0.686275 | 0.458333 | 0.458333 | -0.227941 | | anthropic/claude-sonnet-5 |,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
-0.227941,supplement.md: advisory | 0.686275 | 0.458333 | 0.458333 | -0.227941 | | anthropic/claude-sonnet-5 | decoder_conf,secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=display-rounding),MATCHED
5,supplement.md: 8333 | -0.227941 | | anthropic/claude-sonnet-5 | decoder_confidence | enforced | 1 | 1 | 0.,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: e-sonnet-5 | decoder_confidence | enforced | 1 | 1 | 0.916667 | -0.0833333 | | anthropic/cl,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: nnet-5 | decoder_confidence | enforced | 1 | 1 | 0.916667 | -0.0833333 | | anthropic/claude,cost_envelope.csv:price_in (tol=exact),MATCHED
0.916667,supplement.md: -5 | decoder_confidence | enforced | 1 | 1 | 0.916667 | -0.0833333 | | anthropic/claude-sonnet-5 |,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
-0.0833333,supplement.md: r_confidence | enforced | 1 | 1 | 0.916667 | -0.0833333 | | anthropic/claude-sonnet-5 | none | advis,secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=display-rounding),MATCHED
5,supplement.md: 667 | -0.0833333 | | anthropic/claude-sonnet-5 | none | advisory | 1 | 1 | 1 | 0 | | anthro,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: nthropic/claude-sonnet-5 | none | advisory | 1 | 1 | 1 | 0 | | anthropic/claude-sonnet-5 |,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: opic/claude-sonnet-5 | none | advisory | 1 | 1 | 1 | 0 | | anthropic/claude-sonnet-5 | none,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: /claude-sonnet-5 | none | advisory | 1 | 1 | 1 | 0 | | anthropic/claude-sonnet-5 | none | e,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: ude-sonnet-5 | none | advisory | 1 | 1 | 1 | 0 | | anthropic/claude-sonnet-5 | none | enfor,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5,supplement.md: | 1 | 1 | 1 | 0 | | anthropic/claude-sonnet-5 | none | enforced | 1 | 1 | 0.958333 | -0.04,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: nthropic/claude-sonnet-5 | none | enforced | 1 | 1 | 0.958333 | -0.0416667 | | anthropic/cl,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: opic/claude-sonnet-5 | none | enforced | 1 | 1 | 0.958333 | -0.0416667 | | anthropic/claude,cost_envelope.csv:price_in (tol=exact),MATCHED
0.958333,supplement.md: /claude-sonnet-5 | none | enforced | 1 | 1 | 0.958333 | -0.0416667 | | anthropic/claude-sonnet-5 |,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
-0.0416667,supplement.md: net-5 | none | enforced | 1 | 1 | 0.958333 | -0.0416667 | | anthropic/claude-sonnet-5 | self_confide,secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=display-rounding),MATCHED
5,supplement.md: 333 | -0.0416667 | | anthropic/claude-sonnet-5 | self_confidence | advisory | 1 | 0.8125 |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: aude-sonnet-5 | self_confidence | advisory | 1 | 0.8125 | 0.854167 | -0.145833 | | anthropi,cost_envelope.csv:price_in (tol=exact),MATCHED
0.8125,supplement.md: -sonnet-5 | self_confidence | advisory | 1 | 0.8125 | 0.854167 | -0.145833 | | anthropic/claude-,etable6a_consequence_tier_stratification.csv:coverage (tol=exact),MATCHED
0.854167,supplement.md: | self_confidence | advisory | 1 | 0.8125 | 0.854167 | -0.145833 | | anthropic/claude-sonnet-5 |,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
-0.145833,supplement.md: fidence | advisory | 1 | 0.8125 | 0.854167 | -0.145833 | | anthropic/claude-sonnet-5 | self_confide,secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=display-rounding),MATCHED
5,supplement.md: 4167 | -0.145833 | | anthropic/claude-sonnet-5 | self_confidence | enforced | 1 | 0.979167,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: aude-sonnet-5 | self_confidence | enforced | 1 | 0.979167 | 0.9375 | -0.0625 | | deepseek/d,cost_envelope.csv:price_in (tol=exact),MATCHED
0.979167,supplement.md: -sonnet-5 | self_confidence | enforced | 1 | 0.979167 | 0.9375 | -0.0625 | | deepseek/deepseek-v4-,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.9375,supplement.md: self_confidence | enforced | 1 | 0.979167 | 0.9375 | -0.0625 | | deepseek/deepseek-v4-flash | d,etable6a_consequence_tier_stratification.csv:coverage (tol=exact),MATCHED
-0.0625,supplement.md: fidence | enforced | 1 | 0.979167 | 0.9375 | -0.0625 | | deepseek/deepseek-v4-flash | decoder_con,secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=exact),MATCHED
4,supplement.md: 67 | 0.9375 | -0.0625 | | deepseek/deepseek-v4-flash | decoder_confidence | advisory | 1 |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: k-v4-flash | decoder_confidence | advisory | 1 | 0.979167 | 1 | 0 | | deepseek/deepseek-v4-,cost_envelope.csv:price_in (tol=exact),MATCHED
0.979167,supplement.md: -flash | decoder_confidence | advisory | 1 | 0.979167 | 1 | 0 | | deepseek/deepseek-v4-flash | dec,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
1,supplement.md: coder_confidence | advisory | 1 | 0.979167 | 1 | 0 | | deepseek/deepseek-v4-flash | decoder,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: r_confidence | advisory | 1 | 0.979167 | 1 | 0 | | deepseek/deepseek-v4-flash | decoder_con,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,supplement.md: 1 | 0.979167 | 1 | 0 | | deepseek/deepseek-v4-flash | decoder_confidence | enforced | 1 |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: k-v4-flash | decoder_confidence | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash |,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: -flash | decoder_confidence | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | non,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: sh | decoder_confidence | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | none |,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: decoder_confidence | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | none | advi,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,supplement.md: orced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | none | advisory | 1 | 1 | 1 | 0 | |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: epseek/deepseek-v4-flash | none | advisory | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash |,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: ek/deepseek-v4-flash | none | advisory | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | non,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: eepseek-v4-flash | none | advisory | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | none |,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: eek-v4-flash | none | advisory | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | none | enfo,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,supplement.md: isory | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | none | enforced | 1 | 1 | 1 | 0 | |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: epseek/deepseek-v4-flash | none | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash |,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: ek/deepseek-v4-flash | none | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | sel,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: eepseek-v4-flash | none | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | self_co,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: eek-v4-flash | none | enforced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | self_confid,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,supplement.md: orced | 1 | 1 | 1 | 0 | | deepseek/deepseek-v4-flash | self_confidence | advisory | 0.96078,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.960784,supplement.md: seek-v4-flash | self_confidence | advisory | 0.960784 | 0.979167 | 1 | 0.0392157 | | deepseek/deep,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.979167,supplement.md: sh | self_confidence | advisory | 0.960784 | 0.979167 | 1 | 0.0392157 | | deepseek/deepseek-v4-fla,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
1,supplement.md: onfidence | advisory | 0.960784 | 0.979167 | 1 | 0.0392157 | | deepseek/deepseek-v4-flash |,cost_envelope.csv:price_in (tol=exact),MATCHED
0.0392157,supplement.md: dence | advisory | 0.960784 | 0.979167 | 1 | 0.0392157 | | deepseek/deepseek-v4-flash | self_confid,secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=display-rounding),MATCHED
4,supplement.md: 79167 | 1 | 0.0392157 | | deepseek/deepseek-v4-flash | self_confidence | enforced | 1 | 0.9,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: seek-v4-flash | self_confidence | enforced | 1 | 0.958333 | 1 | 0 | | google/gemini-3.7-fla,cost_envelope.csv:price_in (tol=exact),MATCHED
0.958333,supplement.md: -v4-flash | self_confidence | enforced | 1 | 0.958333 | 1 | 0 | | google/gemini-3.7-flash | decode,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
1,supplement.md: self_confidence | enforced | 1 | 0.958333 | 1 | 0 | | google/gemini-3.7-flash | decoder_co,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: f_confidence | enforced | 1 | 0.958333 | 1 | 0 | | google/gemini-3.7-flash | decoder_confid,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.7,supplement.md: ced | 1 | 0.958333 | 1 | 0 | | google/gemini-3.7-flash | decoder_confidence | advisory | 0.31,IGNORED: VERSION_SLUG,IGNORED
0.313725,supplement.md: -3.7-flash | decoder_confidence | advisory | 0.313725 | 0.4375 | 0.354167 | 0.0404412 | | google/g,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.4375,supplement.md: | decoder_confidence | advisory | 0.313725 | 0.4375 | 0.354167 | 0.0404412 | | google/gemini-3.7,etable6a_consequence_tier_stratification.csv:coverage (tol=exact),MATCHED
0.354167,supplement.md: _confidence | advisory | 0.313725 | 0.4375 | 0.354167 | 0.0404412 | | google/gemini-3.7-flash | de,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.0404412,supplement.md: | advisory | 0.313725 | 0.4375 | 0.354167 | 0.0404412 | | google/gemini-3.7-flash | decoder_confid,stats_digest.json.tier_sensitivity.max_tier3_minus_tier1_coverage (tol=display-rounding),MATCHED
3.7,supplement.md: 375 | 0.354167 | 0.0404412 | | google/gemini-3.7-flash | decoder_confidence | enforced | 1 |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: -3.7-flash | decoder_confidence | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | no,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: -flash | decoder_confidence | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none |,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: sh | decoder_confidence | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none | adv,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: decoder_confidence | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none | advisor,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.7,supplement.md: | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none | advisory | 1 | 1 | 1 | 0 | |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: google/gemini-3.7-flash | none | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | no,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: gle/gemini-3.7-flash | none | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none |,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: gemini-3.7-flash | none | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none | enf,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: ni-3.7-flash | none | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none | enforce,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.7,supplement.md: | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | none | enforced | 1 | 1 | 1 | 0 | |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: google/gemini-3.7-flash | none | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | se,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: gle/gemini-3.7-flash | none | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_c,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: gemini-3.7-flash | none | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_confi,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: ni-3.7-flash | none | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_confidenc,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.7,supplement.md: | enforced | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_confidence | advisory | 1 | 1 |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: ini-3.7-flash | self_confidence | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | se,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: 3.7-flash | self_confidence | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_c,cost_envelope.csv:price_in (tol=exact),MATCHED
1,supplement.md: flash | self_confidence | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_confi,cost_envelope.csv:price_in (tol=exact),MATCHED
0,supplement.md: h | self_confidence | advisory | 1 | 1 | 1 | 0 | | google/gemini-3.7-flash | self_confidenc,cost_envelope.csv:cached_frac (tol=exact),MATCHED
